sample.name,wwtp,wrf,collection.date,season,pore.size,index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4759,Staphylococcus phage SAP33,NC_054976.1,64,TRUE,42.414,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Dubowvirus,Dubowvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4760,Staphylococcus phage SP5,NC_054977.1,63,TRUE,43.305,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Dubowvirus,Dubowvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4761,Staphylococcus phage TEM126,NC_054978.1,53,TRUE,41.882,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Dubowvirus,Dubowvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,888,Staphylococcus phage 2638A,NC_007051.1,57,TRUE,41.318,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Fibralongavirus,Fibralongavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3723,Staphylococcus phage vB_SpsS_QT1,NC_048192.1,60,TRUE,43.029,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Fibralongavirus,Fibralongavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,709,Staphylococcus phage PVL,NC_002321.1,62,TRUE,41.401,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,714,Staphylococcus prophage phiPV83,NC_002486.1,65,TRUE,45.636,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,781,Staphylococcus phage phi 13,NC_004617.1,49,TRUE,42.722,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,982,Staphylococcus phage phiPVL108,NC_008689.1,59,TRUE,44.857,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1021,Staphylococcus phage tp310-1,NC_009761.3,59,TRUE,42.232,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1023,Staphylococcus phage tp310-3,NC_009763.3,58,TRUE,42.973,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1170,Staphylococcus phage phiPVL-CN125,NC_012784.1,65,TRUE,44.492,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1709,Staphylococcus phage JS01,NC_021773.2,66,TRUE,43.458,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3757,Staphylococcus phage 3 AJ-2017,NC_048644.1,66,TRUE,43.922,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3771,Staphylococcus phage SA7,NC_048658.1,53,TRUE,34.73,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3824,Staphylococcus phage SA780ruMSSAST101,NC_048711.1,65,TRUE,43.184,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bronfenbrennervirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Peeveelvirus,Peeveelvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,737,Staphylococcus phage phiETA,NC_003288.1,66,TRUE,43.081,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,884,Staphylococcus phage 187,NC_007047.1,77,TRUE,39.62,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,892,Staphylococcus phage 37,NC_007055.1,70,TRUE,43.681,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,893,Staphylococcus phage EW,NC_007056.1,77,TRUE,45.286,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,894,Staphylococcus phage 96,NC_007057.1,74,TRUE,43.576,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,895,Staphylococcus phage ROSA,NC_007058.1,74,TRUE,43.155,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,896,Staphylococcus phage 71,NC_007059.1,67,TRUE,43.114,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,897,Staphylococcus phage 55,NC_007060.1,77,TRUE,41.902,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,898,Staphylococcus phage 29,NC_007061.1,67,TRUE,42.802,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,899,Staphylococcus phage 52A,NC_007062.1,60,TRUE,41.69,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,900,Staphylococcus phage 88,NC_007063.1,66,TRUE,43.231,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,901,Staphylococcus phage 92,NC_007064.1,64,TRUE,42.431,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,902,Staphylococcus phage X2,NC_007065.1,77,TRUE,43.44,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,991,Staphylococcus phage phiETA3,NC_008799.1,68,TRUE,43.282,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1054,Staphylococcus phage phiMR11,NC_010147.1,67,TRUE,43.011,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1666,Staphylococcus phage StauST398-1,NC_021326.1,69,TRUE,45.242,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1672,Staphylococcus phage StauST398-3,NC_021332.1,69,TRUE,41.392,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1750,Staphylococcus phage SA13,NC_021863.1,62,TRUE,42.652,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1866,Staphylococcus phage StauST398-5,NC_023500.1,65,TRUE,43.301,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2067,Staphylococcus phage DW2,NC_024391.1,62,TRUE,41.941,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2309,Staphylococcus phage phiJB,NC_028669.1,70,TRUE,43.012,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2442,Staphylococcus phage B166,NC_028859.1,64,TRUE,42.881,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2447,Staphylococcus phage phinm4,NC_028864.1,68,TRUE,43.189,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2489,Staphylococcus phage B236,NC_028915.1,67,TRUE,43.228,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2491,Staphylococcus phage 3MRA,NC_028917.1,66,TRUE,41.931,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2643,Staphylococcus phage 80,NC_030652.1,61,TRUE,42.14,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4762,Staphylococcus phage B122,NC_054979.1,68,TRUE,43.108,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4763,Staphylococcus phage Henu2,NC_054980.1,62,TRUE,43.513,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4764,Staphylococcus phage vB_SauS-SAP27,NC_054981.1,67,TRUE,43.444,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4765,Staphylococcus phage Sebago,NC_054982.1,70,TRUE,43.878,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4766,Staphylococcus phage UPMK_2,NC_054983.1,62,TRUE,40.955,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeredovirinae,Bronfenbrennervirinae|nan|Azeredovirinae,Phietavirus,Phietavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,988,Staphylococcus phage CNPH82,NC_008722.1,65,TRUE,43.42,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Rockefellervirus,Rockefellervirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,989,Staphylococcus phage PH15,NC_008723.1,68,TRUE,44.041,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Rockefellervirus,Rockefellervirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1381,Staphylococcus phage vB_SepiS-phiIPLA5,NC_018281.1,66,TRUE,43.581,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Rockefellervirus,Rockefellervirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1384,Staphylococcus phage vB_SepiS-phiIPLA7,NC_018284.1,59,TRUE,42.123,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Rockefellervirus,Rockefellervirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2825,Staphylococcus phage CNPx,NC_031241.1,69,TRUE,43.293,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Rockefellervirus,Rockefellervirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4819,Staphylococcus phage IME1348_01,NC_055036.1,63,TRUE,42.371,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Rockefellervirus,Rockefellervirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,721,Staphylococcus phage phiSLT,NC_002661.2,61,TRUE,42.942,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,780,Staphylococcus phage phi 12,NC_004616.1,49,TRUE,44.97,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,889,Staphylococcus phage 42E,NC_007052.1,79,TRUE,45.861,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,890,Staphylococcus phage 3A,NC_007053.1,67,TRUE,43.095,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,891,Staphylococcus phage 47,NC_007054.1,65,TRUE,44.777,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1022,Staphylococcus phage tp310-2,NC_009762.3,67,TRUE,47.785,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1126,Staphylococcus phage phi2958PVL,NC_011344.1,60,TRUE,47.342,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1138,Staphylococcus phage phiSauS-IPLA35,NC_011612.1,62,TRUE,45.344,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1474,Staphylococcus phage SMSAP5,NC_019513.1,42,TRUE,45.552,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1568,Staphylococcus phage phi7401PVL,NC_020199.1,44,TRUE,47.252,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1663,Staphylococcus phage StauST398-2,NC_021323.1,62,TRUE,45.572,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1812,Staphylococcus phage YMC/09/04/R1988,NC_022758.1,62,TRUE,44.459,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2445,Staphylococcus phage vB_SauS_phi2,NC_028862.1,61,TRUE,44.222,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4821,Staphylococcus phage SH-St 15644,NC_055038.1,64,TRUE,45.111,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4822,Staphylococcus phage vB_SauS_fPfSau02,NC_055039.1,68,TRUE,45.108,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4823,Staphylococcus phage vB_SauS_JS02,NC_055040.1,67,TRUE,46.435,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4824,Staphylococcus phage LH1,NC_055041.1,57,TRUE,46.048,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4825,Staphylococcus phage P240,NC_055042.1,67,TRUE,45.985,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Bronfenbrennervirinae|nan|Azeredovirinae,Triavirus,Triavirus,Fully clustered
